Symbol|shortName|dividendRate|previousClose|currentPrice|dividendYield|payoutRatio|quoteType|lastDividendValue|date|message|ExDividendDate|DividendDate|Earnings Date|payoutdate|buy_date|hist|insight|symbol|dividend|Ex-Dividend Date|Dividend Date
| Stock Yards Bancorp  Inc. |1.24|69.84|68.43|1.81|31.36|EQUITY||2025-03-17| Payout Ratio falls within the  low risk  range (<35%). |||2025-04-22|2025-04-01|2025-03-16| This is line with previous dividend. |  SYBT first paid dividend 33 years ago but dividends are growing only for 14 years. Dividend Growth Rate for last 5 years is 2.80% |SYBT|0.31|2025-03-17|2025-03-31
| Baytex Energy Corp |0.06|2.27|2.17|2.88|31.03|EQUITY||2024-09-16| Payout Ratio falls within the  low risk  range (<35%). |||2025-05-05|2025-04-01|2025-03-13| This is line with previous dividend. | BTE dividend growth is zero. |BTE|0.017|2025-03-14|2025-03-31
| Perella Weinberg Partners |0.28|18.96|18.45|1.52|0.0|EQUITY||2025-02-18| Payout Ratio falls within the  high risk  range (>75%). |||2025-05-01|2025-03-10|2025-02-17| This is line with previous dividend. | PWP dividend growth is zero. |PWP|0.07|2025-02-18|2025-03-09
| Premier  Inc. |0.84|19.19|19.14|4.39|210.0|EQUITY||2025-02-28| Payout Ratio falls within the  high risk  range (>75%). |||2025-05-05|2025-03-15|2025-02-27| This is line with previous dividend. | PINC dividend growth is zero. |PINC|0.21|2025-02-28|2025-03-14
| Enterprise Financial Services C |1.16|55.32|53.86|2.15|21.95|EQUITY||2025-03-14| Payout Ratio falls within the  low risk  range (<35%). |||2025-04-21|2025-03-31|2025-03-13| This is line with previous dividend. |  EFSC first paid dividend 21 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 11.54% |EFSC|0.29|2025-03-14|2025-03-30
| Federal Agricultural Mortgage C |6.0|194.29|188.58|3.18|34.06|EQUITY||2025-03-14| Payout Ratio falls within the  low risk  range (<35%). |||2025-05-05|2025-03-31|2025-03-13| This is line with previous dividend. |  AGM first paid dividend 22 years ago but dividends are growing only for 14 years. Dividend Growth Rate for last 5 years is 13.40% |AGM|1.5|2025-03-14|2025-03-30
| PHINIA Inc. |1.08|44.26|43.1|2.51|56.82|EQUITY||2025-02-28| Payout Ratio falls within the  medium risk  range (33%-75%). |||2025-04-25|2025-03-14|2025-02-27| This is line with previous dividend. |  PHIN first paid dividend 3 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 8.00% |PHIN|0.27|2025-02-28|2025-03-13
| Materion Corporation |0.54|86.52|83.41|0.65|191.07|EQUITY||2025-02-20| Payout Ratio falls within the  high risk  range (>75%). |||2025-04-29|2025-03-07|2025-02-19| This is line with previous dividend. |  MTRN first paid dividend 30 years ago but dividends are growing only for 12 years. Dividend Growth Rate for last 5 years is 3.26% |MTRN|0.135|2025-02-20|2025-03-06
| OneSpaWorld Holdings Limited |0.16|17.59|16.47|0.97|11.59|EQUITY||2024-08-21| Payout Ratio falls within the  low risk  range (<35%). |||2025-04-29|2025-03-26|2025-03-11| This is line with previous dividend. | OSW dividend growth is zero. |OSW|0.04|2025-03-12|2025-03-25
| Ermenegildo Zegna N.V. |0.13|7.76|7.68|1.69|40.0|EQUITY||2024-07-05| Payout Ratio falls within the  medium risk  range (33%-75%). |||2025-03-27|2024-07-30|2024-07-04| This is line with previous dividend. | ZGN dividend growth is zero. |ZGN|0.13|2024-07-05|2024-07-29
| American Assets Trust  Inc. |1.36|20.25|20.04|6.79|142.55|EQUITY||2025-03-06| Payout Ratio falls within the  high risk  range (>75%). |||2025-04-28|2025-03-20|2025-03-05| This is line with previous dividend. |  AAT first paid dividend 15 years ago but dividends are growing only for 5 years. Dividend Growth Rate for last 5 years is 11.20% |AAT|0.34|2025-03-06|2025-03-19
| Argan  Inc. |1.5|115.23|138.12|1.09|21.95|EQUITY||2025-01-23| Payout Ratio falls within the  low risk  range (<35%). |||2025-06-04|2025-01-31|2025-01-22| This is line with previous dividend. |  AGX first paid dividend 15 years ago but dividends are growing only for 2 years. Dividend Growth Rate for last 2 years is 22.47% |AGX|0.375|2025-01-23|2025-01-30
| Vestis Corporation |0.14|10.22|10.07|1.39|175.0|EQUITY||2025-02-21| Payout Ratio falls within the  high risk  range (>75%). |||2025-04-30|2025-03-18|2025-02-20| This is line with previous dividend. | VSTS dividend growth is zero. |VSTS|0.035|2025-02-21|2025-03-17
| Worthington Enterprises  Inc. |0.68|51.6|50.48|1.35|54.55|EQUITY||2025-03-14| Payout Ratio falls within the  medium risk  range (33%-75%). |||2025-06-23|2025-06-27|2025-06-12| This is line with previous dividend. |  WOR first paid dividend 40 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 6.25% |WOR|0.17|2025-06-13|2025-06-26
| CMB.TECH NV |7.02|9.62|9.16|76.64|127.25|EQUITY||2024-07-09| Payout Ratio falls within the  high risk  range (>75%). |||2025-05-14|2024-07-18|2024-07-09| This is line with previous dividend. | CMBT dividend growth is zero. |CMBT|1.15|2024-07-10|2024-07-17
| Liberty All-Star Equity Fund |0.68|6.65|6.54|10.4|78.02|EQUITY||2025-01-24| Payout Ratio falls within the  high risk  range (>75%). |||2025-04-28|2019-03-11|2025-01-23| This is line with previous dividend. | USA dividend growth is zero. |USA|0.17|2025-01-24|2019-03-10
| Sixth Street Specialty Lending  |2.08|22.55|22.34|9.31|102.96|EQUITY||2025-03-14| Payout Ratio falls within the  high risk  range (>75%). |||2025-04-30|2025-03-31|2025-03-13| This is line with previous dividend. | TSLX dividend growth is zero. |TSLX|0.46|2025-03-14|2025-03-30
| TORM plc |5.1|16.965|16.87|30.23|92.14|EQUITY||2025-03-19| Payout Ratio falls within the  high risk  range (>75%). |||2025-05-08|2025-04-02|2025-03-18| This is line with previous dividend. | TRMD dividend growth is zero. |TRMD|0.6|2025-03-19|2025-04-01
| Carter's  Inc. |3.2|41.28|40.46|7.91|62.5|EQUITY||2025-03-10| Payout Ratio falls within the  medium risk  range (33%-75%). |||2025-04-24|2025-03-28|2025-03-09| This is line with previous dividend. | CRI dividend growth is zero. |CRI|0.8|2025-03-10|2025-03-27
| HighPeak Energy  Inc. |0.16|12.74|12.46|1.28|23.88|EQUITY||2025-03-03| Payout Ratio falls within the  low risk  range (<35%). |||2025-05-06|2025-03-25|2025-03-02| This is line with previous dividend. | HPK dividend growth is zero. |HPK|0.04|2025-03-03|2025-03-24
| Fidelis Insurance Holdings Limi |0.4|16.21|16.2|2.47|40.82|EQUITY||2024-09-16| Payout Ratio falls within the  medium risk  range (33%-75%). |||2025-05-07|2025-03-27|2025-03-11| This is line with previous dividend. | FIHL dividend growth is zero. |FIHL|0.1|2025-03-12|2025-03-26
| Innovative Industrial Propertie |7.6|65.1|63.75|11.92|136.23|EQUITY||2024-12-31| Payout Ratio falls within the  high risk  range (>75%). |||2025-05-06|2025-04-15|2025-03-30| This is line with previous dividend. | IIPR dividend growth is zero. |IIPR|1.9|2025-03-31|2025-04-14
| OFG Bancorp |1.2|40.97|40.24|2.98|23.64|EQUITY||2024-12-31| Payout Ratio falls within the  low risk  range (<35%). |||2025-04-23|2025-04-15|2025-03-30| This is line with previous dividend. | OFG dividend growth is zero. |OFG|0.25|2025-03-31|2025-04-14
| Greenbrier Companies  Inc. (The |1.2|53.0|51.92|2.31|20.98|EQUITY||2025-01-29| Payout Ratio falls within the  low risk  range (<35%). |||2025-04-07|2025-02-19|2025-01-28| This is line with previous dividend. |  GBX first paid dividend 26 years ago but dividends are growing only for 10 years. Dividend Growth Rate for last 5 years is 2.13% |GBX|0.3|2025-01-29|2025-02-18
| VSE Corporation |0.4|122.73|116.63|0.34|19.7|EQUITY||2025-01-23| Payout Ratio falls within the  low risk  range (<35%). |||2025-05-06|2025-05-15|2025-04-30| This is line with previous dividend. |  VSEC first paid dividend 39 years ago but dividends are growing only for 26 years. Dividend Growth Rate for last 5 years is 2.13% |VSEC|0.1|2025-05-01|2025-05-14
| Prospect Capital Corporation |0.54|4.18|4.115|13.12|211.76|EQUITY||2025-03-27| Payout Ratio falls within the  high risk  range (>75%). |||2025-05-06|2025-05-20|2025-04-27| This is line with previous dividend. | PSEC dividend growth is zero. |PSEC|0.045|2025-04-28|2025-05-19
| Oxford Lane Capital Corp. |1.08|4.66|4.65|23.23|123.46|EQUITY||2025-03-17| Payout Ratio falls within the  high risk  range (>75%). |||2025-05-12|2019-03-29|2025-04-15| This is line with previous dividend. | OXLC dividend growth is zero. |OXLC|0.09|2025-04-16|2019-03-28
| CVR Energy Inc. |2.0|20.14|19.82|10.09|2500.0|EQUITY||2024-08-12| Payout Ratio falls within the  high risk  range (>75%). |||2025-04-28|2024-08-19|2024-08-11| This is line with previous dividend. | CVI dividend growth is zero. |CVI|0.5|2024-08-12|2024-08-18
| Silicon Motion Technology Corpo |2.0|51.62|50.73|3.94|74.35|EQUITY||2024-11-14| Payout Ratio falls within the  medium risk  range (33%-75%). |||2025-05-05|2025-02-27|2025-05-07| This is line with previous dividend. | SIMO dividend growth is zero. |SIMO|0.5|2025-05-08|2025-02-26
| 52385 |0.74|6.45|6.45|11.44|147.6|EQUITY||2025-03-17| Payout Ratio falls within the  high risk  range (>75%). |||||| This is line with previous dividend. | FTF dividend growth is zero. |FTF|0.062||
| Diamondrock Hospitality Company |0.37|7.71|7.64|4.84|177.78|EQUITY||2025-03-28| Payout Ratio falls within the  high risk  range (>75%). |||2025-05-01|2025-04-11|2025-03-27| This is line with previous dividend. | DRH dividend growth is zero. |DRH|0.08|2025-03-28|2025-04-10
| Weis Markets  Inc. |1.36|77.81|77.29|1.76|33.25|EQUITY||2025-02-18| Payout Ratio falls within the  low risk  range (<35%). |||2025-05-06|2025-03-04|2025-02-17| This is line with previous dividend. | WMK dividend growth is zero. |WMK|0.34|2025-02-18|2025-03-03
| Brookfield Business Corporation |0.25|27.78|27.07|0.92|7.04|EQUITY||2024-08-30| Payout Ratio falls within the  low risk  range (<35%). |||||| This is line with previous dividend. | BBUC dividend growth is zero. |BBUC|0.063||
| Companhia Siderurgica Nacional  |0.23|1.74|1.71|13.42|9617.84|EQUITY||2024-05-22| Payout Ratio falls within the  high risk  range (>75%). |||2025-05-07|2024-12-05|2024-11-28| This is line with previous dividend. | SID dividend growth is zero. |SID|0.14|2024-11-29|2024-12-04
| Kennametal Inc. |0.8|21.98|21.62|3.7|65.57|EQUITY||2025-02-11| Payout Ratio falls within the  medium risk  range (33%-75%). |||2025-05-06|2025-02-25|2025-02-10| This is line with previous dividend. |  KMT first paid dividend 39 years ago but dividends are growing only for 19 years. Dividend Growth Rate for last 5 years is 0.00% |KMT|0.2|2025-02-11|2025-02-24
| PC Connection  Inc. |0.6|62.83|61.93|0.97|12.16|EQUITY||2025-02-25| Payout Ratio falls within the  low risk  range (<35%). |||2025-04-29|2025-03-14|2025-02-24| This is line with previous dividend. |  CNXN first paid dividend 14 years ago but dividends are growing only for 2 years. Dividend Growth Rate for last 2 years is 36.93% |CNXN|0.15|2025-02-25|2025-03-13
| Golden Ocean Group Limited |0.6|8.14|8.36|7.18|107.14|EQUITY||2024-09-11| Payout Ratio falls within the  high risk  range (>75%). |||2025-05-30|2025-03-21|2025-03-10| This is line with previous dividend. | GOGL dividend growth is zero. |GOGL|0.3|2025-03-11|2025-03-20
| Stewart Information Services Co |2.0|72.6|71.67|2.79|74.71|EQUITY||2025-03-17| Payout Ratio falls within the  medium risk  range (33%-75%). |||2025-04-22|2025-03-31|2025-03-16| This is line with previous dividend. |  STC first paid dividend 36 years ago but dividends are growing only for 5 years. Dividend Growth Rate for last 5 years is 10.76% |STC|0.5|2025-03-17|2025-03-30
| Brookfield Business Partners L. |0.25|24.24|23.82|1.05|3.09|EQUITY||2024-08-30| Payout Ratio falls within the  low risk  range (<35%). |||2025-05-01|2025-03-31|2025-02-27| This is line with previous dividend. | BBU dividend growth is zero. |BBU|0.063|2025-02-28|2025-03-30
| Veris Residential  Inc. |0.32|16.71|16.78|1.91|0.0|EQUITY||2024-12-31| Payout Ratio falls within the  high risk  range (>75%). |||2025-04-22|2025-04-10|2025-03-30| This is line with previous dividend. | VRE dividend growth is zero. |VRE|0.08|2025-03-31|2025-04-09
| Hilltop Holdings Inc. |0.72|31.02|30.44|2.37|39.08|EQUITY||2025-02-13| Payout Ratio falls within the  medium risk  range (33%-75%). |||2025-04-16|2025-02-27|2025-02-12| This is line with previous dividend. |  HTH first paid dividend 12 years ago but dividends are growing only for 8 years. Dividend Growth Rate for last 5 years is 14.87% |HTH|0.18|2025-02-13|2025-02-26
| Nuveen Municipal Value Fund  In |0.39|8.73|8.75|4.46|36.88|EQUITY||2025-03-14| Payout Ratio falls within the  medium risk  range (33%-75%). |||2025-06-30|2019-02-01|2025-03-13| This is line with previous dividend. |  NUV first paid dividend 39 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 13.79% |NUV|0.033|2025-03-14|2019-01-31
| Star Bulk Carriers Corp. |0.36|15.91|15.98|2.25|89.29|EQUITY||2024-12-05| Payout Ratio falls within the  high risk  range (>75%). |||2025-02-18|2025-03-18|2025-03-03| This is line with previous dividend. | SBLK dividend growth is zero. |SBLK|0.6|2025-03-04|2025-03-17
| La-Z-Boy Incorporated |0.88|40.11|38.68|2.28|28.18|EQUITY||2025-03-04| Payout Ratio falls within the  low risk  range (<35%). |||2025-06-16|2025-03-14|2025-03-03| This is line with previous dividend. |  LZB first paid dividend 36 years ago but dividends are growing only for 5 years. Dividend Growth Rate for last 5 years is 25.74% |LZB|0.22|2025-03-04|2025-03-13
| FinVolution Group |0.28|10.46|9.76|2.84|18.96|EQUITY||2024-04-15| Payout Ratio falls within the  low risk  range (<35%). |||2025-05-15|2025-05-07|2025-04-15| This is line with previous dividend. | FINV dividend growth is zero. |FINV|0.237|2025-04-16|2025-05-06
| Wolverine World Wide  Inc. |0.4|14.17|13.75|2.91|68.97|EQUITY||2025-01-02| Payout Ratio falls within the  medium risk  range (33%-75%). |||2025-05-06|2025-05-01|2025-03-31| This is line with previous dividend. |  WWW first paid dividend 41 years ago but dividends are growing only for 15 years. Dividend Growth Rate for last 5 years is 0.00% |WWW|0.1|2025-04-01|2025-04-30
| Ardagh Metal Packaging S.A. |0.4|2.98|3.0|13.33|500.0|EQUITY||2024-09-12| Payout Ratio falls within the  high risk  range (>75%). |||2025-04-23|2025-03-27|2025-03-12| This is line with previous dividend. | AMBP dividend growth is zero. |AMBP|0.1|2025-03-13|2025-03-26
| H&E Equipment Services  Inc. |1.1|95.48|95.43|1.15|32.64|EQUITY||2025-02-18| Payout Ratio falls within the  low risk  range (<35%). |||2025-04-28|2025-02-24|2025-02-17| This is line with previous dividend. | HEES dividend growth is zero. |HEES|0.275|2025-02-18|2025-02-23
| Eaton Vance Tax Advantaged Divi |1.98|23.55|23.16|8.53|28.6|EQUITY||2025-03-14| Payout Ratio falls within the  low risk  range (<35%). |||2025-06-25|2019-01-31|2025-03-13| This is line with previous dividend. | EVT dividend growth is zero. |EVT|0.165|2025-03-14|2019-01-30
| First Bancorp |0.88|41.29|40.33|2.18|47.83|EQUITY||2024-12-31| Payout Ratio falls within the  medium risk  range (33%-75%). |||2025-04-22|2025-04-25|2025-03-30| This is line with previous dividend. | FBNC dividend growth is zero. |FBNC|0.22|2025-03-31|2025-04-24
| Ameren Illinois Company |4.08|0.0|67.0|6.09||EQUITY||2025-01-13| Payout Ratio falls within the  high risk  range (>75%). |||2025-05-05|2024-08-01|2025-01-12| This is line with previous dividend. | AILIH dividend growth is zero. |AILIH|1.02|2025-01-13|2024-07-31
| Inter & Co. Inc. |0.08|5.75|5.65|1.42|7.42|EQUITY||2024-04-15| Payout Ratio falls within the  low risk  range (<35%). |||2025-02-06|2025-02-26|2025-02-13| This is line with previous dividend. | INTR dividend growth is zero. |INTR|0.03|2025-02-14|2025-02-25
| BW LPG Limited |1.68|11.02|11.22|14.97|91.62|EQUITY||2024-12-11| Payout Ratio falls within the  high risk  range (>75%). |||2025-05-20|2025-03-19|2025-03-09| This is line with previous dividend. | BWLP dividend growth is zero. |BWLP|0.42|2025-03-10|2025-03-18
| Mach Natural Resources LP |2.0|15.34|15.4|12.99|168.42|EQUITY||2025-02-27| Payout Ratio falls within the  high risk  range (>75%). |||2025-05-13|2025-03-13|2025-02-26| This is line with previous dividend. | MNR dividend growth is zero. |MNR|0.5|2025-02-27|2025-03-12
| Pathward Financial  Inc. |0.2|75.07|72.72|0.28|2.92|EQUITY||2025-03-13| Payout Ratio falls within the  low risk  range (<35%). |||2025-04-22|2025-04-01|2025-03-12| This is line with previous dividend. | CASH dividend growth is zero. |CASH|0.05|2025-03-13|2025-03-31
| PROG Holdings  Inc. |0.52|27.42|26.41|1.97|10.6|EQUITY||2025-03-13| Payout Ratio falls within the  low risk  range (<35%). |||2025-04-22|2025-03-25|2025-03-12| This is line with previous dividend. |  PRG first paid dividend 33 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 8.33% |PRG|0.13|2025-03-13|2025-03-24
| First Majestic Silver Corp. |0.02|6.97|6.76|0.34|6.73|EQUITY||2024-11-15| Payout Ratio falls within the  low risk  range (<35%). |||2025-05-06|2025-03-14|2025-02-27| This is line with previous dividend. | AG dividend growth is zero. |AG|0.005|2025-02-28|2025-03-13
| Global Net Lease  Inc. |1.1|7.97|8.0|13.75|1243.33|EQUITY||2025-01-13| Payout Ratio falls within the  high risk  range (>75%). |||2025-05-05|2025-01-16|2025-01-12| This is line with previous dividend. | GNL dividend growth is zero. |GNL|0.275|2025-01-13|2025-01-15
