symbol,buy_date,exdividenddate,earningsdate,payoutdate,shortname,dividendrate,previousclose,currentprice,dividendyield,payoutratio,quotetype,dividend,message,hist,insight
DAC,2025-02-23,2025-02-24,2025-05-26,2025-03-05,Danaos Corporation,3.4,78.03,79.54,4.27,12.48,EQUITY,0.8,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,DAC has just started to pay dividends.
XHR,2025-03-30,2025-03-31,2025-05-02,2025-04-15,"Xenia Hotels & Resorts, Inc.",0.56,11.76,11.76,4.76,320.0,EQUITY,0.14,Payout Ratio falls within the high risk (>75%).,Reflecting a 14.29% increase.,"XHR started paying dividends 10 years ago, and dividends have been growing for 3 years. Dividend Growth Rate for the last 3 years is 11.87%."
HMN,2025-03-16,2025-03-17,2025-05-06,2025-03-31,Horace Mann Educators Corporati,1.4,42.73,43.44,3.22,54.84,EQUITY,0.35,Payout Ratio falls within the medium risk (35%-75%).,Reflecting a 2.86% increase.,"HMN started paying dividends 34 years ago, and dividends have been growing for 17 years. Dividend Growth Rate for the last 5 years is 3.13%."
NWN,2025-01-30,2025-01-31,2025-05-05,2025-02-14,Northwest Natural Holding Compa,1.96,42.72,43.01,4.56,96.18,EQUITY,0.49,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,"NWN started paying dividends 36 years ago, and dividends have been growing for 25 years. Dividend Growth Rate for the last 5 years is 0.50%."
GLP,2025-02-09,2025-02-10,2025-05-06,2025-02-14,Global Partners LP,2.96,53.38,54.83,5.4,118.67,EQUITY,0.74,Payout Ratio falls within the high risk (>75%).,Reflecting a 1.35% increase.,"GLP started paying dividends 20 years ago, and dividends have been growing for 2 years. Dividend Growth Rate for the last 2 years is 6.29%."
EPC,2025-03-04,2025-03-05,2025-05-06,2025-04-09,Edgewell Personal Care Company,0.6,31.21,31.21,1.92,32.61,EQUITY,0.15,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"EPC started paying dividends 10 years ago, but there is no recorded dividend growth in the last 5 years."
WKC,2025-03-30,2025-03-31,2025-04-23,2025-04-16,World Kinect Corporation,0.68,28.36,28.43,2.39,60.18,EQUITY,0.17,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,"WKC started paying dividends 32 years ago, and dividends have been growing for 13 years. Dividend Growth Rate for the last 5 years is 11.20%."
PEB,2025-03-30,2025-03-31,2025-05-01,2025-04-15,Pebblebrook Hotel Trust,0.04,10.13,10.34,0.39,126.37,EQUITY,0.01,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,"PEB started paying dividends 16 years ago, but there is no recorded dividend growth in the last 5 years."
SJW,2025-02-09,2025-02-10,2025-04-23,2025-03-03,SJW Group,1.68,54.69,54.17,3.1,55.75,EQUITY,0.42,Payout Ratio falls within the medium risk (35%-75%).,Reflecting a 4.76% increase.,"SJW started paying dividends 46 years ago, and dividends have been growing for 8 years. Dividend Growth Rate for the last 5 years is 5.59%."
NBHC,2025-02-27,2025-02-28,2025-04-22,2025-03-14,National Bank Holdings Corporat,1.16,38.27,38.44,3.02,36.36,EQUITY,0.29,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,"NBHC started paying dividends 14 years ago, and dividends have been growing for 13 years. Dividend Growth Rate for the last 5 years is 7.71%."
NTB,2025-02-23,2025-02-24,2025-04-21,2025-03-10,Bank of N.T. Butterfield & Son ,1.76,38.92,38.92,4.52,37.37,EQUITY,0.44,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,NTB has just started to pay dividends.
DMLP,2025-02-02,2025-02-03,2025-04-30,2025-02-13,"Dorchester Minerals, L.P.",3.22,30.08,30.29,10.63,163.73,EQUITY,0.739,Payout Ratio falls within the high risk (>75%).,Reflecting a -34.78% cut.,DMLP has just started to pay dividends.
GTY,2025-03-26,2025-03-27,2025-04-23,2025-04-10,Getty Realty Corporation,1.88,31.18,30.93,6.08,145.6,EQUITY,0.47,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,"GTY started paying dividends 38 years ago, and dividends have been growing for 10 years. Dividend Growth Rate for the last 5 years is 4.90%."
WTTR,2025-02-03,2025-02-04,2025-04-28,2025-02-14,"Select Water Solutions, Inc.",0.28,10.5,10.59,2.64,83.33,EQUITY,0.07,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,"WTTR started paying dividends 4 years ago, and dividends have been growing for 3 years. Dividend Growth Rate for the last 3 years is 11.87%."
DAN,2025-02-27,2025-02-28,2025-04-28,2025-03-21,Dana Incorporated,0.4,13.33,13.22,3.03,444.44,EQUITY,0.1,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,"DAN started paying dividends 14 years ago, but there is no recorded dividend growth in the last 5 years."
TY,2025-03-17,2025-03-18,2025-03-05,2018-12-27,Tri Continental Corporation,1.14,30.67,30.66,3.73,18.08,EQUITY,0.277,Payout Ratio falls within the low risk (<35%).,Reflecting a -2.89% cut.,TY has just started to pay dividends.
KEN,2024-04-04,2024-04-05,2025-06-02,2024-04-15,Kenon Holdings Ltd.,6.59,31.977,32.0,20.59,118.75,EQUITY,3.8,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,KEN has just started to pay dividends.
RQI,2025-04-07,2025-04-08,2025-03-07,2019-03-29,Cohen & Steers Quality Income R,0.96,12.56,12.63,7.6,129.73,EQUITY,0.08,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,"RQI started paying dividends 24 years ago, but there is no recorded dividend growth in the last 2 years."
BHE,2025-03-30,2025-03-31,2025-04-29,2025-04-11,"Benchmark Electronics, Inc.",0.68,38.03,37.87,1.8,38.95,EQUITY,0.17,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,"BHE started paying dividends 8 years ago, and dividends have been growing for 7 years. Dividend Growth Rate for the last 5 years is 1.22%."
NHC,2025-03-27,2025-03-28,2025-05-07,2025-04-25,National HealthCare Corporation,2.44,92.8,93.57,2.61,37.06,EQUITY,0.61,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,"NHC started paying dividends 32 years ago, and dividends have been growing for 13 years. Dividend Growth Rate for the last 5 years is 3.24%."
NWBI,2025-02-02,2025-02-03,2025-04-21,2025-02-14,"Northwest Bancshares, Inc.",0.8,12.02,12.05,6.64,101.27,EQUITY,0.2,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,"NWBI started paying dividends 31 years ago, and dividends have been growing for 11 years. Dividend Growth Rate for the last 5 years is 1.03%."
DNUT,2025-04-22,2025-04-23,2025-05-07,2025-05-07,"Krispy Kreme, Inc.",0.14,4.92,4.86,2.88,700.0,EQUITY,0.035,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,"DNUT started paying dividends 5 years ago, but there is no recorded dividend growth in the last 4 years."
MBIN,2025-03-13,2025-03-14,2025-04-28,2025-04-01,Merchants Bancorp,0.4,37.0,36.84,1.09,5.71,EQUITY,0.1,Payout Ratio falls within the low risk (<35%).,Reflecting a 10.00% increase.,"MBIN started paying dividends 9 years ago, and dividends have been growing for 8 years. Dividend Growth Rate for the last 5 years is 13.40%."
ALGT,2024-05-13,2024-05-14,2025-05-05,2024-06-03,Allegiant Travel Company,2.4,51.65,50.85,3.81,57.51,EQUITY,0.6,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,ALGT has just started to pay dividends.
FCF,2025-02-06,2025-02-07,2025-04-21,2025-02-21,First,0.52,15.54,15.55,3.34,37.05,EQUITY,0.13,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,"FCF started paying dividends 34 years ago, and dividends have been growing for 15 years. Dividend Growth Rate for the last 5 years is 3.40%."
PRDO,2025-02-27,2025-02-28,2025-04-29,2025-03-13,Perdoceo Education Corporation,0.52,25.18,26.12,1.99,21.92,EQUITY,0.13,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"PRDO started paying dividends 3 years ago, and dividends have been growing for 2 years. Dividend Growth Rate for the last 2 years is 8.71%."
SAND,2025-04-13,2025-04-14,2025-04-30,2025-04-25,Sandstorm Gold Ltd.,0.06,7.55,7.49,0.75,116.75,EQUITY,0.014,Payout Ratio falls within the high risk (>75%).,Reflecting a -7.14% cut.,SAND has just started to pay dividends.
LKFN,2025-01-23,2025-01-24,2025-04-25,2025-02-05,Lakeland Financial Corporation,2.0,59.44,59.15,3.38,52.89,EQUITY,0.5,Payout Ratio falls within the medium risk (35%-75%).,Reflecting a 4.00% increase.,"LKFN started paying dividends 29 years ago, and dividends have been growing for 28 years. Dividend Growth Rate for the last 5 years is 10.76%."
OPRA,2025-01-05,2025-01-06,2025-04-23,2025-01-13,Opera Limited,0.8,15.94,16.14,4.96,88.89,EQUITY,0.4,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,"OPRA started paying dividends 3 years ago, but there is no recorded dividend growth in the last 2 years."
CHCO,2025-04-14,2025-04-15,2025-04-21,2025-04-30,City Holding Company,3.16,117.47,117.44,2.69,37.2,EQUITY,0.79,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,"CHCO started paying dividends 38 years ago, and dividends have been growing for 23 years. Dividend Growth Rate for the last 5 years is 6.75%."
CODI,2025-01-15,2025-01-16,2025-04-29,2025-01-23,D/B/A Compass Diversified Holdi,1.0,18.67,18.52,5.4,404.62,EQUITY,0.25,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,"CODI started paying dividends 20 years ago, but there is no recorded dividend growth in the last 3 years."
PAX,2025-02-27,2025-02-28,2025-04-30,2025-03-17,Patria Investments Limited,0.6,11.29,11.41,5.26,182.63,EQUITY,0.15,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,PAX has just started to pay dividends.
LOB,2025-02-24,2025-02-25,2025-04-22,2025-03-11,"Live Oak Bancshares, Inc.",0.12,26.66,26.84,0.45,7.1,EQUITY,0.03,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"LOB started paying dividends 11 years ago, but there is no recorded dividend growth in the last 5 years."
EXPI,2025-03-03,2025-03-04,2025-04-29,2025-03-19,"eXp World Holdings, Inc.",0.2,9.78,9.81,2.04,616.67,EQUITY,0.05,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,"EXPI started paying dividends 5 years ago, and dividends have been growing for 4 years. Dividend Growth Rate for the last 4 years is 5.74%."
INSW,2025-03-13,2025-03-14,2025-05-06,2025-03-28,"International Seaways, Inc.",5.15,33.2,33.32,15.46,54.53,EQUITY,0.7,Payout Ratio falls within the medium risk (35%-75%).,Reflecting a -71.43% cut.,INSW has just started to pay dividends.
REVG,2025-03-27,2025-03-28,2025-06-03,2025-04-11,"REV Group, Inc.",0.24,31.6,32.2,0.75,10.45,EQUITY,0.06,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"REVG started paying dividends 9 years ago, and dividends have been growing for 1 years. Dividend Growth Rate for the last 1 years is 20.00%."
GNL,2025-01-12,2025-01-13,2025-05-05,2025-01-16,"Global Net Lease, Inc.",0.76,8.04,7.98,9.52,1243.33,EQUITY,0.275,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,"GNL started paying dividends 11 years ago, but there is no recorded dividend growth in the last 1 years."
AG,2025-02-27,2025-02-28,2025-05-06,2025-03-14,First Majestic Silver Corp.,0.02,6.69,6.63,0.34,6.73,EQUITY,0.005,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,AG has just started to pay dividends.
PRG,2025-03-12,2025-03-13,2025-04-22,2025-03-25,"PROG Holdings, Inc.",0.52,26.6,27.52,1.89,10.6,EQUITY,0.13,Payout Ratio falls within the low risk (<35%).,Reflecting a 7.69% increase.,"PRG started paying dividends 33 years ago, and dividends have been growing for 1 years. Dividend Growth Rate for the last 1 years is 8.33%."
CASH,2025-03-12,2025-03-13,2025-04-22,2025-04-01,"Pathward Financial, Inc.",0.2,72.95,73.93,0.27,2.92,EQUITY,0.05,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"CASH started paying dividends 32 years ago, but there is no recorded dividend growth in the last 5 years."
MNR,2025-02-26,2025-02-27,2025-05-13,2025-03-13,Mach Natural Resources LP,2.0,15.55,15.77,12.68,168.42,EQUITY,0.5,Payout Ratio falls within the high risk (>75%).,Reflecting a -20.00% cut.,MNR has just started to pay dividends.
BWLP,2025-03-09,2025-03-10,2025-05-20,2025-03-19,BW LPG Limited,1.68,10.88,10.89,15.43,91.62,EQUITY,0.42,Payout Ratio falls within the high risk (>75%).,Reflecting a -38.10% cut.,BWLP has just started to pay dividends.
INTR,2025-02-13,2025-02-14,2025-02-06,2025-02-26,Inter & Co. Inc.,0.08,5.48,5.52,1.45,7.42,EQUITY,0.03,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,INTR has just started to pay dividends.
AILIH,2025-01-12,2025-01-13,2025-05-05,2024-08-01,Ameren Illinois Company,4.08,0.0,67.0,6.09,0.0,EQUITY,1.02,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"AILIH started paying dividends 14 years ago, but there is no recorded dividend growth in the last 5 years."
FBNC,2025-03-30,2025-03-31,2025-04-22,2025-04-25,First Bancorp,0.88,40.14,40.18,2.19,47.83,EQUITY,0.22,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,"FBNC started paying dividends 39 years ago, and dividends have been growing for 16 years. Dividend Growth Rate for the last 5 years is 4.10%."
EVT,2025-03-13,2025-03-14,2025-06-25,2019-01-31,Eaton Vance Tax Advantaged Divi,1.98,23.27,23.23,8.5,28.6,EQUITY,0.165,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"EVT started paying dividends 23 years ago, and dividends have been growing for 3 years. Dividend Growth Rate for the last 3 years is 0.41%."
HEES,2025-02-17,2025-02-18,2025-04-28,2025-02-24,"H&E Equipment Services, Inc.",1.1,94.79,95.24,1.15,32.64,EQUITY,0.275,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"HEES started paying dividends 13 years ago, but there is no recorded dividend growth in the last 5 years."
AMBP,2025-03-12,2025-03-13,2025-04-24,2025-03-27,Ardagh Metal Packaging S.A.,0.4,3.02,3.05,13.11,500.0,EQUITY,0.1,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,AMBP has just started to pay dividends.
WWW,2025-03-31,2025-04-01,2025-05-06,2025-05-01,"Wolverine World Wide, Inc.",0.4,13.81,14.07,2.84,68.97,EQUITY,0.1,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,"WWW started paying dividends 41 years ago, but there is no recorded dividend growth in the last 5 years."
FINV,2025-04-15,2025-04-16,2025-05-15,2025-05-07,FinVolution Group,0.28,9.63,10.11,2.74,18.96,EQUITY,0.237,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,FINV has just started to pay dividends.
LZB,2025-03-03,2025-03-04,2025-06-16,2025-03-14,La-Z-Boy Incorporated,0.88,39.09,39.57,2.22,28.18,EQUITY,0.22,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"LZB started paying dividends 36 years ago, and dividends have been growing for 5 years. Dividend Growth Rate for the last 5 years is 25.74%."
SBLK,2025-03-03,2025-03-04,2025-02-18,2025-03-18,Star Bulk Carriers Corp.,0.36,15.56,15.72,2.29,89.29,EQUITY,0.6,Payout Ratio falls within the high risk (>75%).,Reflecting a -16.67% cut.,SBLK has just started to pay dividends.
NUV,2025-03-13,2025-03-14,2025-06-30,2019-02-01,"Nuveen Municipal Value Fund, In",0.39,8.77,8.77,4.45,36.88,EQUITY,0.033,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,"NUV started paying dividends 39 years ago, and dividends have been growing for 4 years. Dividend Growth Rate for the last 4 years is 1.58%."
HTH,2025-02-12,2025-02-13,2025-04-16,2025-02-27,Hilltop Holdings Inc.,0.72,30.45,30.36,2.37,39.08,EQUITY,0.18,Payout Ratio falls within the medium risk (35%-75%).,Reflecting a 5.56% increase.,"HTH started paying dividends 12 years ago, and dividends have been growing for 9 years. Dividend Growth Rate for the last 5 years is 14.87%."
VRE,2025-03-30,2025-03-31,2025-04-22,2025-04-10,"Veris Residential, Inc.",0.32,16.92,17.0,1.88,0.0,EQUITY,0.08,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"VRE started paying dividends 30 years ago, and dividends have been growing for 2 years. Dividend Growth Rate for the last 2 years is 26.49%."
