Symbol,shortName,dividendRate,lastDividendValue,previousClose,currentPrice,dividendYield,payoutRatio,quoteType,trailingAnnualDividendRate,trailingAnnualDividendYield,AnnualRate,message,DividendDate,ExDividendDate,EarningsDate,payoutdate,buy_date,hist,insight
ARCO,Arcos Dorados Holdings Inc.,0.06,0.06,8.25,8.13,291.0,31.879999999999995,EQUITY,0.24,0.02909091,0.24,"Payout Ratio falls within the ""low risk"" range (<35%).",2024-12-26,2024-12-23,2025-03-12,2024-12-27,2024-12-22,This is line with previous dividend., ARCO first paid dividend 10 years ago but dividends are growing only for 2 years. Dividend Growth Rate for last 2 years is 9.54%
KRP,Kimbell Royalty Partners,0.41,0.41,16.05,15.78,1039.0,362.75,EQUITY,1.75,0.10903427,1.64,"Payout Ratio falls within the ""high risk"" range (>75%).",2024-11-24,2024-11-18,2025-02-27,2024-11-25,2024-11-17,This is line with previous dividend., KRP first paid dividend 8 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is -4.65%
APOG,"Apogee Enterprises, Inc.",0.26,0.26,48.48,48.52,215.0,22.37,EQUITY,1.0,0.020627063,1.04,"Payout Ratio falls within the ""low risk"" range (<35%).",2025-02-11,2025-01-28,2025-04-16,2025-02-12,2025-01-27,This is line with previous dividend., APOG first paid dividend 39 years ago but dividends are growing only for 33 years. Dividend Growth Rate for last 5 years is 6.70%
UPBD,"Upbound Group, Inc.",0.39,0.39,26.45,27.33,570.0,67.870003,EQUITY,1.48,0.05595463,1.56,"Payout Ratio falls within the ""medium risk"" range (33%-75%).",2025-01-06,2024-12-18,2025-04-30,2025-01-07,2024-12-17,This is line with previous dividend., UPBD first paid dividend 14 years ago but dividends are growing only for 2 years. Dividend Growth Rate for last 2 years is 7.10%
BSTZ,BlackRock Science and Technolog,0.31,0.222,20.55,20.27,830.0000000000001,298.68,EQUITY,0.0,0.0,1.24,"Payout Ratio falls within the ""high risk"" range (>75%).",,,,,,Reflecting a 39.63963963963963% increase., BSTZ first paid dividend 7 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 113.46%
KSS,Kohl's Corporation,0.5,0.5,12.27,12.03,1663.0,90.089995,EQUITY,2.0,0.16299918,2.0,"Payout Ratio falls within the ""high risk"" range (>75%).",2024-12-23,2024-12-11,2025-03-11,2024-12-24,2024-12-10,This is line with previous dividend., KSS first paid dividend 14 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 0.00%
CMRE,Costamare Inc.,0.115,0.115,10.28,10.08,447.0,18.85,EQUITY,0.46,0.044747084,0.46,"Payout Ratio falls within the ""low risk"" range (<35%).",2025-02-05,2025-01-21,2025-05-10,2025-02-06,2025-01-20,This is line with previous dividend., CMRE first paid dividend 14 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 0.00%
FDP,"Fresh Del Monte Produce, Inc.",0.3,0.25,29.95,30.19,397.0,33.78,EQUITY,1.0,0.03338898,1.2,"Payout Ratio falls within the ""low risk"" range (<35%).",2024-12-05,2025-03-10,2025-04-30,2024-12-06,2025-03-09,Reflecting a 19.999999999999996% increase., FDP first paid dividend 20 years ago but dividends are growing only for 2 years. Dividend Growth Rate for last 2 years is 29.10%
CTS,CTS Corporation,0.04,0.04,45.07,45.21,36.0,8.469999999999999,EQUITY,0.16,0.0035500333,0.16,"Payout Ratio falls within the ""low risk"" range (<35%).",2025-04-24,2025-03-28,2025-04-29,2025-04-25,2025-03-27,This is line with previous dividend., CTS first paid dividend 39 years ago but dividends are growing only for 29 years. Dividend Growth Rate for last 5 years is 0.00%
LUCK,LUCKY STRIKE ENTERTAINMENT CORP,0.055,0.055,10.51,10.88,202.0,9.6499994,EQUITY,0.22,0.020932445,0.22,"Payout Ratio falls within the ""low risk"" range (<35%).",2025-03-06,2025-02-21,2025-05-05,2025-03-07,2025-02-20,This is line with previous dividend., LUCK first paid dividend 2 years ago but dividends are growing only for 0 years. Dividend Growth Rate for last 0 years is 0.00%
DAC,Danaos Corporation,0.85,0.8,82.67,81.81,411.00000000000006,11.08,EQUITY,3.3,0.039917745,3.4,"Payout Ratio falls within the ""low risk"" range (<35%).",2025-03-04,2025-02-24,2025-02-10,2025-03-05,2025-02-23,Reflecting a 6.25% increase., DAC first paid dividend 6 years ago but dividends are growing only for 2 years. Dividend Growth Rate for last 2 years is 3.28%
XHR,"Xenia Hotels & Resorts, Inc.",0.12,0.12,13.95,13.06,344.0,200.0,EQUITY,0.46,0.03297491,0.48,"Payout Ratio falls within the ""high risk"" range (>75%).",2025-01-14,2024-12-31,2025-04-30,2025-01-15,2024-12-30,This is line with previous dividend., XHR first paid dividend 9 years ago but dividends are growing only for 2 years. Dividend Growth Rate for last 2 years is 9.54%
HMN,Horace Mann Educators Corporati,0.34,0.34,40.43,40.76,334.0,53.56999999999999,EQUITY,1.36,0.033638388,1.36,"Payout Ratio falls within the ""medium risk"" range (33%-75%).",2024-12-30,2024-12-16,2025-05-06,2024-12-31,2024-12-15,This is line with previous dividend., HMN first paid dividend 33 years ago but dividends are growing only for 16 years. Dividend Growth Rate for last 5 years is 2.53%
NWN,Northwest Natural Holding Compa,0.49,0.49,41.51,41.74,470.0,92.86,EQUITY,1.95,0.046976633,1.96,"Payout Ratio falls within the ""high risk"" range (>75%).",2025-02-13,2025-01-31,2025-02-28,2025-02-14,2025-01-30,This is line with previous dividend., NWN first paid dividend 36 years ago but dividends are growing only for 22 years. Dividend Growth Rate for last 5 years is 0.50%
GLP,Global Partners LP,0.74,0.74,58.21,58.17,509.0,85.050005,EQUITY,2.86,0.04913245,2.96,"Payout Ratio falls within the ""high risk"" range (>75%).",2025-02-13,2025-02-10,2025-02-28,2025-02-14,2025-02-09,This is line with previous dividend., GLP first paid dividend 20 years ago but dividends are growing only for 2 years. Dividend Growth Rate for last 2 years is 6.29%
EPC,Edgewell Personal Care Company,0.15,0.15,30.88,31.95,188.0,32.61,EQUITY,0.6,0.019430052,0.6,"Payout Ratio falls within the ""low risk"" range (<35%).",2025-04-08,2025-03-05,2025-05-06,2025-04-09,2025-03-04,This is line with previous dividend., EPC first paid dividend 9 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 0.00%
WKC,World Kinect Corporation,0.17,0.17,30.58,30.13,225.99999999999997,60.18,EQUITY,0.68,0.022236757,0.68,"Payout Ratio falls within the ""medium risk"" range (33%-75%).",2025-01-15,2024-12-23,2025-04-23,2025-01-16,2024-12-22,This is line with previous dividend., WKC first paid dividend 31 years ago but dividends are growing only for 3 years. Dividend Growth Rate for last 3 years is 12.31%
PEB,Pebblebrook Hotel Trust,0.01,0.01,11.79,11.53,34.0,126.37,EQUITY,0.04,0.0033927057,0.04,"Payout Ratio falls within the ""high risk"" range (>75%).",2025-01-14,2024-12-31,2025-02-26,2025-01-15,2024-12-30,This is line with previous dividend., PEB first paid dividend 15 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 0.00%
SJW,SJW Group,0.42,0.42,52.51,54.25,310.0,57.04,EQUITY,1.58,0.030089509,1.68,"Payout Ratio falls within the ""medium risk"" range (33%-75%).",2025-03-02,2025-02-10,2025-02-26,2025-03-03,2025-02-09,This is line with previous dividend., SJW first paid dividend 46 years ago but dividends are growing only for 8 years. Dividend Growth Rate for last 5 years is 5.59%
NBHC,National Bank Holdings Corporat,0.29,0.29,41.61,41.89,277.0,36.360002,EQUITY,1.14,0.02739726,1.16,"Payout Ratio falls within the ""medium risk"" range (33%-75%).",2025-03-13,2025-02-28,2025-04-22,2025-03-14,2025-02-27,This is line with previous dividend., NBHC first paid dividend 13 years ago but dividends are growing only for 5 years. Dividend Growth Rate for last 5 years is 7.71%
NTB,Bank of N.T. Butterfield & Son ,0.44,0.44,38.53,39.13,457.0,37.37,EQUITY,1.76,0.045678694,1.76,"Payout Ratio falls within the ""medium risk"" range (33%-75%).",2025-03-09,2025-02-24,2025-04-21,2025-03-10,2025-02-23,This is line with previous dividend., NTB first paid dividend 9 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 0.00%
DMLP,"Dorchester Minerals, L.P.",0.805,0.739,31.06,30.63,1038.0,163.73,EQUITY,0.0,0.0,3.22,"Payout Ratio falls within the ""high risk"" range (>75%).",2025-02-12,2025-02-03,2025-04-30,2025-02-13,2025-02-02,Reflecting a 8.930987821380242% increase., DMLP first paid dividend 23 years ago but dividends are growing only for 0 years. Dividend Growth Rate for last 0 years is 0.00%
GTY,Getty Realty Corporation,0.47,0.47,30.72,31.38,599.0,145.60001,EQUITY,1.82,0.059244793,1.88,"Payout Ratio falls within the ""high risk"" range (>75%).",2025-04-09,2025-03-27,2025-04-23,2025-04-10,2025-03-26,This is line with previous dividend., GTY first paid dividend 37 years ago but dividends are growing only for 10 years. Dividend Growth Rate for last 5 years is 4.90%
WTTR,"Select Water Solutions, Inc.",0.07,0.07,12.2,12.23,229.99999999999997,83.33,EQUITY,0.26,0.021311475,0.28,"Payout Ratio falls within the ""high risk"" range (>75%).",2025-02-13,2025-02-04,2025-04-28,2025-02-14,2025-02-03,This is line with previous dividend., WTTR first paid dividend 4 years ago but dividends are growing only for 2 years. Dividend Growth Rate for last 2 years is 18.32%
DAN,Dana Incorporated,0.1,0.1,15.37,15.48,260.0,444.44,EQUITY,0.4,0.026024723,0.4,"Payout Ratio falls within the ""high risk"" range (>75%).",2025-03-20,2025-02-28,2025-04-28,2025-03-21,2025-02-27,This is line with previous dividend., DAN first paid dividend 13 years ago but dividends are growing only for 8 years. Dividend Growth Rate for last 5 years is 0.00%
TY,Tri Continental Corporation,0.28,0.285,32.41,32.32,347.0,19.99,EQUITY,1.084,0.03344647,1.12,"Payout Ratio falls within the ""low risk"" range (<35%).",2018-12-26,2024-12-13,2025-02-27,2018-12-27,2024-12-12,Reflecting a 0.9824561403508774% cut., TY first paid dividend 42 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 11.33%
KEN,Kenon Holdings Ltd.,1.6475,3.8,32.02,31.67,2081.0,118.75,EQUITY,0.0,0.0,6.59,"Payout Ratio falls within the ""high risk"" range (>75%).",2024-04-14,2024-04-05,2025-03-24,2024-04-15,2024-04-04,Reflecting a 0.43355263157894736% cut., KEN first paid dividend 7 years ago but dividends are growing only for 2 years. Dividend Growth Rate for last 2 years is 16.71%
GAB,"Gabelli Equity Trust, Inc. (The",0.15,0.15,5.54,5.55,1081.0,127.66,EQUITY,0.6,0.10830326,0.6,"Payout Ratio falls within the ""high risk"" range (>75%).",,,,,,This is line with previous dividend., GAB first paid dividend 38 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 0.00%
RQI,Cohen & Steers Quality Income R,0.24,0.08,13.02,13.16,737.0,118.05999,EQUITY,0.0,0.0,0.96,"Payout Ratio falls within the ""high risk"" range (>75%).",2019-03-28,2025-03-11,2025-03-06,2019-03-29,2025-03-10,Reflecting a 200.0% increase., RQI first paid dividend 24 years ago but dividends are growing only for 0 years. Dividend Growth Rate for last 0 years is 0.00%
NAC,Nuveen California Quality Munic,0.22,0.074,11.38,11.47,765.0,61.689997,EQUITY,0.614,0.053954307,0.88,"Payout Ratio falls within the ""medium risk"" range (33%-75%).",,,,,,Reflecting a 197.29729729729732% increase., NAC first paid dividend 27 years ago but dividends are growing only for 0 years. Dividend Growth Rate for last 0 years is 0.00%
BHE,"Benchmark Electronics, Inc.",0.17,0.17,40.32,40.0,170.0,38.950002,EQUITY,0.67,0.016617063,0.68,"Payout Ratio falls within the ""medium risk"" range (33%-75%).",2025-01-13,2024-12-31,2025-04-29,2025-01-14,2024-12-30,This is line with previous dividend., BHE first paid dividend 7 years ago but dividends are growing only for 4 years. Dividend Growth Rate for last 4 years is 1.53%
NHC,National HealthCare Corporation,0.61,0.61,90.62,93.27,262.0,30.040001999999998,EQUITY,2.4,0.02648422,2.44,"Payout Ratio falls within the ""low risk"" range (<35%).",2025-04-24,2025-03-28,2025-05-07,2025-04-25,2025-03-27,This is line with previous dividend., NHC first paid dividend 31 years ago but dividends are growing only for 4 years. Dividend Growth Rate for last 4 years is 4.07%
NWBI,"Northwest Bancshares, Inc.",0.2,0.2,12.42,12.49,641.0,101.27,EQUITY,0.8,0.064412236,0.8,"Payout Ratio falls within the ""high risk"" range (>75%).",2025-02-13,2025-02-03,2025-04-21,2025-02-14,2025-02-02,This is line with previous dividend., NWBI first paid dividend 31 years ago but dividends are growing only for 4 years. Dividend Growth Rate for last 4 years is 0.00%
DNUT,"Krispy Kreme, Inc.",0.035,0.035,9.13,7.13,153.0,87.5,EQUITY,0.0,0.0,0.14,"Payout Ratio falls within the ""high risk"" range (>75%).",2025-05-06,2025-04-23,2025-02-25,2025-05-07,2025-04-22,This is line with previous dividend., DNUT first paid dividend 5 years ago but dividends are growing only for 0 years. Dividend Growth Rate for last 0 years is 0.00%
ETV,Eaton Vance Corporation Eaton V,0.2975,0.099,14.3,14.17,841.0,52.800000000000004,EQUITY,1.152,0.08055943,1.19,"Payout Ratio falls within the ""medium risk"" range (33%-75%).",,,,,,Reflecting a 200.50505050505046% increase., ETV first paid dividend 21 years ago but dividends are growing only for 0 years. Dividend Growth Rate for last 0 years is 0.00%
MBIN,Merchants Bancorp,0.1,0.09,41.21,41.3,97.0,5.71,EQUITY,0.36,0.008735744,0.4,"Payout Ratio falls within the ""low risk"" range (<35%).",2025-03-31,2025-03-14,2025-04-28,2025-04-01,2025-03-13,Reflecting a 11.111111111111116% increase., MBIN first paid dividend 8 years ago but dividends are growing only for 8 years. Dividend Growth Rate for last 5 years is 11.03%
ALGT,Allegiant Travel Company,0.6,0.6,81.61,77.5,381.0,57.50999999999999,EQUITY,1.2,0.014704081,2.4,"Payout Ratio falls within the ""medium risk"" range (33%-75%).",2024-06-02,2024-05-14,2025-05-05,2024-06-03,2024-05-13,This is line with previous dividend., ALGT first paid dividend 12 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 0.00%
FCF,First,0.13,0.13,16.04,16.37,318.0,37.05,EQUITY,0.52,0.03241895,0.52,"Payout Ratio falls within the ""medium risk"" range (33%-75%).",2025-02-20,2025-02-07,2025-04-21,2025-02-21,2025-02-06,This is line with previous dividend., FCF first paid dividend 34 years ago but dividends are growing only for 4 years. Dividend Growth Rate for last 4 years is 3.11%
PRDO,Perdoceo Education Corporation,0.13,0.13,26.12,25.49,204.0,21.92,EQUITY,0.5,0.01914242,0.52,"Payout Ratio falls within the ""low risk"" range (<35%).",2025-03-12,2025-02-28,2025-04-29,2025-03-13,2025-02-27,This is line with previous dividend., PRDO first paid dividend 2 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 18.18%
SAND,Sandstorm Gold Ltd.,0.015,0.014,6.11,6.17,90.0,116.75,EQUITY,0.056,0.009165303,0.06,"Payout Ratio falls within the ""high risk"" range (>75%).",2025-01-30,2025-01-21,2025-04-30,2025-01-31,2025-01-20,Reflecting a 7.14285714285714% increase., SAND first paid dividend 3 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is -6.67%
LKFN,Lakeland Financial Corporation,0.5,0.5,65.61,66.27,302.0,52.889997,EQUITY,1.94,0.029568665,2.0,"Payout Ratio falls within the ""medium risk"" range (33%-75%).",2025-02-04,2025-01-24,2025-04-25,2025-02-05,2025-01-23,This is line with previous dividend., LKFN first paid dividend 29 years ago but dividends are growing only for 25 years. Dividend Growth Rate for last 5 years is 10.76%
OPRA,Opera Limited,0.2,0.4,18.51,18.15,432.0,44.439997999999996,EQUITY,0.8,0.043219883,0.8,"Payout Ratio falls within the ""medium risk"" range (33%-75%).",2025-01-12,2025-01-06,2025-02-27,2025-01-13,2025-01-05,Reflecting a 0.5% cut., OPRA first paid dividend 3 years ago but dividends are growing only for 0 years. Dividend Growth Rate for last 0 years is 0.00%
CHCO,City Holding Company,0.79,0.79,117.13,117.87,270.0,37.2,EQUITY,3.01,0.025697943,3.16,"Payout Ratio falls within the ""medium risk"" range (33%-75%).",2025-01-30,2025-01-15,2025-04-21,2025-01-31,2025-01-14,This is line with previous dividend., CHCO first paid dividend 38 years ago but dividends are growing only for 5 years. Dividend Growth Rate for last 5 years is 6.75%
CODI,D/B/A Compass Diversified Holdi,0.25,0.25,20.63,20.7,484.99999999999994,404.62,EQUITY,1.0,0.0484731,1.0,"Payout Ratio falls within the ""high risk"" range (>75%).",2025-01-22,2025-01-16,2025-02-27,2025-01-23,2025-01-15,This is line with previous dividend., CODI first paid dividend 20 years ago but dividends are growing only for 0 years. Dividend Growth Rate for last 0 years is 0.00%
PAX,Patria Investments Limited,0.15,0.15,11.61,11.65,509.99999999999994,182.63,EQUITY,0.874,0.075279936,0.6,"Payout Ratio falls within the ""high risk"" range (>75%).",2025-03-16,2025-02-25,2025-04-30,2025-03-17,2025-02-24,This is line with previous dividend., PAX first paid dividend 4 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is -14.29%
LOB,"Live Oak Bancshares, Inc.",0.03,0.03,31.96,32.27,37.0,7.1,EQUITY,0.12,0.0037546933,0.12,"Payout Ratio falls within the ""low risk"" range (<35%).",2025-03-10,2025-02-25,2025-04-22,2025-03-11,2025-02-24,This is line with previous dividend., LOB first paid dividend 10 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 0.00%
EXPI,"eXp World Holdings, Inc.",0.05,0.05,10.2,10.5,196.0,616.67,EQUITY,0.2,0.019607844,0.2,"Payout Ratio falls within the ""high risk"" range (>75%).",2025-03-18,2025-03-04,2025-04-29,2025-03-19,2025-03-03,This is line with previous dividend., EXPI first paid dividend 4 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 0.00%
INSW,"International Seaways, Inc.",1.2,1.2,37.54,36.24,1325.0,33.79,EQUITY,0.48,0.01278636,4.8,"Payout Ratio falls within the ""low risk"" range (<35%).",2024-12-26,2024-12-13,2025-02-27,2024-12-27,2024-12-12,This is line with previous dividend., INSW first paid dividend 5 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is -9.09%
