symbol|shortName|dividendRate|previousClose|currentPrice|dividendYield|payoutRatio|quoteType|dividend|date|message|Ex-Dividend Date|Dividend Date|Earnings Date|payoutdate|buy_date|hist|insight
WIW| Western Asset Inflation-Linked  |0.75|8.69|8.73|8.59|125.17|EQUITY|0.063|2025-03-24| Payout Ratio falls within the  high risk  range (>75%). |||||| This is line with previous dividend. | WIW dividend growth is zero. 
KELYA| Kelly Services  Inc. |0.3|13.59|13.29|2.26|25.86|EQUITY|0.075|2025-02-26| Payout Ratio falls within the  low risk  range (<35%). |2025-02-26|2025-03-11|2025-05-07|2025-03-12|2025-02-25| This is line with previous dividend. | KELYA dividend growth is zero. 
UHT| Universal Health Realty Income  |2.94|40.18|40.78|7.21|210.07|EQUITY|0.735|2025-03-24| Payout Ratio falls within the  high risk  range (>75%). |2025-03-24|2025-03-30|2025-04-22|2025-03-31|2025-03-23| This is line with previous dividend. |  UHT first paid dividend 39 years ago but dividends are growing only for 35 years. Dividend Growth Rate for last 5 years is 1.27% 
FFWM| First Foundation Inc. ||4.95|4.95||33.33|EQUITY|0.01|2024-05-03| Payout Ratio falls within the  low risk  range (<35%). |2024-05-03|2024-05-15|2025-04-23|2024-05-16|2024-05-02| This is line with previous dividend. | FFWM dividend growth is zero. 
VALU| Value Line  Inc. |1.2|38.4|37.91|3.17|52.4|EQUITY|0.3|2025-01-27| Payout Ratio falls within the  medium risk  range (33%-75%). |2025-01-27|2025-02-09|2025-03-14|2025-02-10|2025-01-26| This is line with previous dividend. |  VALU first paid dividend 40 years ago but dividends are growing only for 6 years. Dividend Growth Rate for last 5 years is 7.39% 
RMT| Royce Micro-Cap Trust  Inc. |0.76|8.61|8.46|8.98|56.92|EQUITY|0.19|2025-03-13| Payout Ratio falls within the  medium risk  range (33%-75%). |2025-03-13|2018-12-26|2025-02-28|2018-12-27|2025-03-12| This is line with previous dividend. | RMT dividend growth is zero. 
NXJ| Nuveen New Jersey Qualified Mun |0.94|11.69|11.72|7.71|43.74|EQUITY|0.079|2025-03-14| Payout Ratio falls within the  medium risk  range (33%-75%). |2024-06-14|2019-01-31|2025-05-05|2019-02-01|2024-06-13| This is line with previous dividend. |  NXJ first paid dividend 24 years ago but dividends are growing only for 2 years. Dividend Growth Rate for last 2 years is 59.64% 
IVR| INVESCO MORTGAGE CAPITAL INC |1.36|8.17|7.93|17.15|246.15|EQUITY|0.4|2024-12-30| Payout Ratio falls within the  high risk  range (>75%). |2025-04-07|2025-04-24|2025-05-06|2025-04-25|2025-04-06| This is line with previous dividend. | IVR dividend growth is zero. 
RICK| RCI Hospitality Holdings  Inc. |0.28|46.54|44.57|0.63|45.61|EQUITY|0.07|2025-03-17| Payout Ratio falls within the  medium risk  range (33%-75%). |2025-03-17|2025-03-30|2025-05-07|2025-03-31|2025-03-16| This is line with previous dividend. |  RICK first paid dividend 10 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 16.67% 
PFIS| Peoples Financial Services Corp |2.47|45.72|44.73|5.52|207.58|EQUITY|0.618|2025-02-28| Payout Ratio falls within the  high risk  range (>75%). |2025-02-28|2025-03-13|2025-04-23|2025-03-14|2025-02-27| This is line with previous dividend. |  PFIS first paid dividend 24 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 50.73% 
RDVT| Red Violet  Inc. ||38.2|37.33||0.0|EQUITY|0.3|2025-01-31| Payout Ratio falls within the  high risk  range (>75%). |2025-01-31|2025-02-13|2025-05-06|2025-02-14|2025-01-30| This is line with previous dividend. | RDVT dividend growth is zero. 
GBLI| Global Indemnity Group  LLC |1.4|34.7701|34.35|4.08|44.87|EQUITY|0.35|2025-03-21| Payout Ratio falls within the  medium risk  range (33%-75%). |2025-03-21|2025-03-27|2025-05-06|2025-03-28|2025-03-20| This is line with previous dividend. | GBLI dividend growth is zero. 
ACCO| Acco Brands Corporation |0.3|4.51|4.37|6.86|51.72|EQUITY|0.075|2025-03-14| Payout Ratio falls within the  medium risk  range (33%-75%). |2025-03-14|2025-03-25|2025-04-30|2025-03-26|2025-03-13| This is line with previous dividend. |  ACCO first paid dividend 8 years ago but dividends are growing only for 6 years. Dividend Growth Rate for last 5 years is 2.90% 
GAIN| Gladstone Investment Corporatio |0.96|13.62|13.6|7.06|50.26|EQUITY|0.08|2025-03-19| Payout Ratio falls within the  medium risk  range (33%-75%). |2025-03-19|2025-03-30|2025-05-06|2025-03-31|2025-03-18| This is line with previous dividend. | GAIN dividend growth is zero. 
NFBK| Northfield Bancorp  Inc. |0.52|11.24|11.05|4.71|72.22|EQUITY|0.13|2025-02-05| Payout Ratio falls within the  medium risk  range (33%-75%). |2025-02-05|2025-02-18|2025-04-22|2025-02-19|2025-02-04| This is line with previous dividend. |  NFBK first paid dividend 18 years ago but dividends are growing only for 8 years. Dividend Growth Rate for last 5 years is 3.40% 
ALRS| Alerus Financial Corporation |0.8|18.7|18.3|4.37|95.18|EQUITY|0.2|2025-03-14| Payout Ratio falls within the  high risk  range (>75%). |2025-03-14|2025-04-10|2025-04-22|2025-04-11|2025-03-13| This is line with previous dividend. |  ALRS first paid dividend 23 years ago but dividends are growing only for 16 years. Dividend Growth Rate for last 5 years is 5.92% 
HPS| John Hancock Preferred Income F |1.32|15.01|15.06|8.76|69.76|EQUITY|0.11|2025-03-13| Payout Ratio falls within the  medium risk  range (33%-75%). |2025-03-13|2019-02-27|2025-04-02|2019-02-28|2025-03-12| This is line with previous dividend. | HPS dividend growth is zero. 
MYD| Blackrock MuniYield Fund  Inc. |0.65|10.45|10.53|6.21|102.11|EQUITY|0.055|2025-03-14| Payout Ratio falls within the  high risk  range (>75%). |2025-03-14|2019-01-31|2025-04-01|2019-02-01|2025-03-13| This is line with previous dividend. | MYD dividend growth is zero. 
FFIC| Flushing Financial Corporation |0.88|13.09|12.74|6.91|101.15|EQUITY|0.22|2025-03-14| Payout Ratio falls within the  high risk  range (>75%). |2025-03-14|2025-03-27|2025-04-29|2025-03-28|2025-03-13| This is line with previous dividend. |  FFIC first paid dividend 29 years ago but dividends are growing only for 26 years. Dividend Growth Rate for last 5 years is 0.93% 
EBTC| Enterprise Bancorp Inc |1.0|40.0|38.87|2.57|30.77|EQUITY|0.25|2025-02-10| Payout Ratio falls within the  low risk  range (<35%). |2025-02-10|2025-03-02|2025-04-21|2025-03-03|2025-02-09| This is line with previous dividend. |  EBTC first paid dividend 21 years ago but dividends are growing only for 19 years. Dividend Growth Rate for last 5 years is 7.39% 
FRA| Blackrock Floating Rate Income  |1.49|12.81|12.88|11.54|132.69|EQUITY|0.124|2025-03-14| Payout Ratio falls within the  high risk  range (>75%). |||||| This is line with previous dividend. |  FRA first paid dividend 22 years ago but dividends are growing only for 2 years. Dividend Growth Rate for last 2 years is 5.22% 
PNNT| PennantPark Investment Corporat |0.96|7.19|7.06|13.6|109.52|EQUITY|0.08|2025-03-14| Payout Ratio falls within the  high risk  range (>75%). |2025-03-14|2022-03-31|2025-05-06|2022-04-01|2025-03-13| This is line with previous dividend. |  PNNT first paid dividend 19 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 14.29% 
YORW| The York Water Company |0.88|33.79|34.66|2.53|59.97|EQUITY|0.219|2025-02-28| Payout Ratio falls within the  medium risk  range (33%-75%). |2025-02-28|2025-04-14|2025-05-05|2025-04-15|2025-02-27| This is line with previous dividend. |  YORW first paid dividend 26 years ago but dividends are growing only for 24 years. Dividend Growth Rate for last 5 years is 4.00% 
XFLT| XAI Octagon Floating Rate & Alt |1.02|5.95|5.96|15.72||EQUITY|0.077|2025-03-17| Payout Ratio falls within the  high risk  range (>75%). |||||| This is line with previous dividend. | XFLT dividend growth is zero. 
TYG| Tortoise Energy Infrastructure  |4.38|43.5|43.22|10.13|15.21|EQUITY|0.365|2025-03-24| Payout Ratio falls within the  low risk  range (<35%). |2025-04-23|2018-11-29|2025-02-07|2018-11-30|2025-04-22| This is line with previous dividend. | TYG dividend growth is zero. 
VLGEA| Village Super Market  Inc. |1.0|36.0|36.97|2.7|27.32|EQUITY|0.25|2025-01-02| Payout Ratio falls within the  low risk  range (<35%). |2025-04-03|2025-04-23|2025-06-02|2025-04-24|2025-04-02| This is line with previous dividend. | VLGEA dividend growth is zero. 
CBNK| Capital Bancorp  Inc. |0.4|28.75|28.09|1.42|16.98|EQUITY|0.1|2025-02-10| Payout Ratio falls within the  low risk  range (<35%). |2025-02-10|2025-02-25|2025-04-21|2025-02-26|2025-02-09| This is line with previous dividend. |  CBNK first paid dividend 5 years ago but dividends are growing only for 3 years. Dividend Growth Rate for last 3 years is 25.99% 
GCBC| Greene County Bancorp  Inc. |0.36|23.73|24.27|1.48|22.08|EQUITY|0.09|2025-02-14| Payout Ratio falls within the  low risk  range (<35%). |2025-02-14|2025-02-27|2025-04-21|2025-02-28|2025-02-13| This is line with previous dividend. |  GCBC first paid dividend 26 years ago but dividends are growing only for 11 years. Dividend Growth Rate for last 5 years is 10.35% 
BHB| Bar Harbor Bankshares  Inc. |1.2|30.65|29.75|4.03|41.55|EQUITY|0.3|2025-02-20| Payout Ratio falls within the  medium risk  range (33%-75%). |2025-02-20|2025-03-19|2025-04-16|2025-03-20|2025-02-19| This is line with previous dividend. |  BHB first paid dividend 29 years ago but dividends are growing only for 26 years. Dividend Growth Rate for last 5 years is 6.40% 
AROW| Arrow Financial Corporation |1.12|27.28|26.65|4.2|61.58|EQUITY|0.28|2025-02-10| Payout Ratio falls within the  medium risk  range (33%-75%). |2025-02-10|2025-02-23|2025-04-28|2025-02-24|2025-02-09| This is line with previous dividend. |  AROW first paid dividend 39 years ago but dividends are growing only for 16 years. Dividend Growth Rate for last 5 years is 2.09% 
EGY| VAALCO Energy  Inc. |0.25|3.92|3.81|6.56|44.64|EQUITY|0.063|2025-02-28| Payout Ratio falls within the  medium risk  range (33%-75%). |2025-02-28|2025-03-27|2025-05-05|2025-03-28|2025-02-27| This is line with previous dividend. | EGY dividend growth is zero. 
CMP| Compass Minerals Intl Inc |0.6|9.51|9.56|5.76|162.16|EQUITY|0.15|2024-03-08| Payout Ratio falls within the  high risk  range (>75%). |2024-03-08|2024-03-19|2025-05-05|2024-03-20|2024-03-07| This is line with previous dividend. | CMP dividend growth is zero. 
ISD| PGIM Short Duration High Yield  |1.26|14.2|14.21|11.28|223.77|EQUITY|0.105|2025-03-13| Payout Ratio falls within the  high risk  range (>75%). |||||| This is line with previous dividend. |  ISD first paid dividend 14 years ago but dividends are growing only for 6 years. Dividend Growth Rate for last 5 years is 0.00% 
DIN| Dine Brands Global  Inc. Common |2.04|24.87|23.49|8.68|48.34|EQUITY|0.51|2025-03-17| Payout Ratio falls within the  medium risk  range (33%-75%). |2025-03-17|2025-04-03|2025-05-06|2025-04-04|2025-03-16| This is line with previous dividend. | DIN dividend growth is zero. 
CVGW| Calavo Growers  Inc. |0.8|24.5|24.22|3.3|76.92|EQUITY|0.2|2024-10-02| Payout Ratio falls within the  high risk  range (>75%). |2025-04-01|2025-04-28|2025-06-09|2025-04-29|2025-03-31| This is line with previous dividend. | CVGW dividend growth is zero. 
HPI| John Hancock Preferred Income F |1.48|16.53|16.63|8.91|62.65|EQUITY|0.124|2025-03-13| Payout Ratio falls within the  medium risk  range (33%-75%). |2025-03-13|2019-02-27|2025-04-02|2019-02-28|2025-03-12| This is line with previous dividend. | HPI dividend growth is zero. 
CLCO| Cool Company Ltd. |0.6|5.46|5.5|10.91|95.1|EQUITY|0.41|2024-09-09| Payout Ratio falls within the  high risk  range (>75%). |2024-12-02|2024-12-08|2025-05-21|2024-12-09|2024-12-01| This is line with previous dividend. | CLCO dividend growth is zero. 
MVF| Blackrock MuniVest Fund  Inc. |0.43|7.02|7.03|6.15|70.85|EQUITY|0.036|2025-03-14| Payout Ratio falls within the  medium risk  range (33%-75%). |||||| This is line with previous dividend. | MVF dividend growth is zero. 
SIGA| SIGA Technologies Inc. ||5.57|5.55||0.0|EQUITY|0.6|2024-03-25| Payout Ratio falls within the  high risk  range (>75%). |2024-03-25|2024-04-10|2025-05-05|2024-04-11|2024-03-24| This is line with previous dividend. | SIGA dividend growth is zero. 
SD| SandRidge Energy  Inc. |0.44|11.55|11.42|3.85|26.04|EQUITY|0.11|2025-03-20| Payout Ratio falls within the  low risk  range (<35%). |2025-03-20|2025-03-30|2025-05-05|2025-03-31|2025-03-19| This is line with previous dividend. | SD dividend growth is zero. 
NBB| Nuveen Taxable Municipal Income |0.82|15.72|15.78|5.93||EQUITY|0.097|2025-03-14| Payout Ratio falls within the  high risk  range (>75%). |||||| This is line with previous dividend. |  NBB first paid dividend 16 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 31.08% 
VBNK| VersaBank |0.07|10.02|9.9|0.7|7.75|EQUITY|0.018|2024-10-04| Payout Ratio falls within the  low risk  range (<35%). |2025-04-04|2025-04-29|2025-06-04|2025-04-30|2025-04-03| This is line with previous dividend. | VBNK dividend growth is zero. 
CLDT| Chatham Lodging Trust (REIT) |0.36|7.3|7.22|4.99|933.33|EQUITY|0.07|2024-12-31| Payout Ratio falls within the  high risk  range (>75%). |2025-03-31|2025-04-14|2025-05-05|2025-04-15|2025-03-30| This is line with previous dividend. | CLDT dividend growth is zero. 
MEI| Methode Electronics  Inc. |0.56|6.75|6.51|8.6|36.36|EQUITY|0.14|2025-01-17| Payout Ratio falls within the  medium risk  range (33%-75%). |2025-04-17|2025-05-01|2025-03-05|2025-05-02|2025-04-16| This is line with previous dividend. |  MEI first paid dividend 39 years ago but dividends are growing only for 4 years. Dividend Growth Rate for last 4 years is 6.21% 
MOV| Movado Group Inc. |1.4|17.88|17.23|8.13|133.33|EQUITY|0.35|2024-12-16| Payout Ratio falls within the  high risk  range (>75%). |2024-12-16|2024-12-29|2025-05-28|2024-12-30|2024-12-15| This is line with previous dividend. | MOV dividend growth is zero. 
LMNR| Limoneira Co |0.3|17.89|17.56|1.71|69.77|EQUITY|0.075|2024-12-30| Payout Ratio falls within the  medium risk  range (33%-75%). |2025-03-31|2025-04-10|2025-06-04|2025-04-11|2025-03-30| This is line with previous dividend. | LMNR dividend growth is zero. 
SWBI| Smith & Wesson Brands  Inc. |0.52|9.5|9.35|5.56|78.46|EQUITY|0.13|2025-03-20| Payout Ratio falls within the  high risk  range (>75%). |2025-03-20|2025-04-02|2025-06-18|2025-04-03|2025-03-19| This is line with previous dividend. |  SWBI first paid dividend 6 years ago but dividends are growing only for 4 years. Dividend Growth Rate for last 4 years is 12.91% 
KRNY| Kearny Financial |0.44|6.4|6.27|7.02|176.0|EQUITY|0.11|2025-02-12| Payout Ratio falls within the  high risk  range (>75%). |2025-02-12|2025-02-25|2025-04-23|2025-02-26|2025-02-11| This is line with previous dividend. | KRNY dividend growth is zero. 
ETB| Eaton Vance Tax-Managed Buy-Wri |1.27|13.81|13.69|9.27|47.2|EQUITY|0.106|2025-03-14| Payout Ratio falls within the  medium risk  range (33%-75%). |2025-03-14|2019-01-30|2025-02-27|2019-01-31|2025-03-13| This is line with previous dividend. | ETB dividend growth is zero. 
BFK| BlackRock Municipal Income Trus |0.6|9.93|9.95|6.03|186.72|EQUITY|0.05|2025-03-14| Payout Ratio falls within the  high risk  range (>75%). |2025-03-14|2019-01-31|2025-04-01|2019-02-01|2025-03-13| This is line with previous dividend. |  BFK first paid dividend 25 years ago but dividends are growing only for 2 years. Dividend Growth Rate for last 2 years is 27.00% 
ITIC| Investors Title Company |1.84|243.13|242.62|0.76|11.2|EQUITY|0.46|2025-03-24| Payout Ratio falls within the  low risk  range (<35%). |2025-03-24|2025-03-30|2025-05-01|2025-03-31|2025-03-23| This is line with previous dividend. | ITIC dividend growth is zero. 
YRD| Yiren Digital Ltd. |0.42|7.38|7.29|5.76|7.74|EQUITY|0.2|2024-09-30| Payout Ratio falls within the  low risk  range (<35%). |2025-04-30|2025-05-14|2025-06-19|2025-05-15|2025-04-29| This is line with previous dividend. | YRD dividend growth is zero. 
DPG| Duff & Phelps Global Utility In |0.84|12.12|12.14|10.06||EQUITY|0.07|2025-02-28| Payout Ratio falls within the  high risk  range (>75%). |||||| This is line with previous dividend. | DPG dividend growth is zero. 
THW| Tekla World Healthcare Fund Sha |1.4|11.56|11.56|12.88||EQUITY|0.117|2025-03-25| Payout Ratio falls within the  high risk  range (>75%). |||||| This is line with previous dividend. | THW dividend growth is zero. 
CHW| Calamos Global Dynamic Income F |0.6|6.56|6.43|9.33|25.75|EQUITY|0.05|2025-03-13| Payout Ratio falls within the  low risk  range (<35%). |||||| This is line with previous dividend. | CHW dividend growth is zero. 
MUA| Blackrock MuniAssets Fund  Inc |0.67|10.74|10.74|6.2|50.9|EQUITY|0.056|2025-03-14| Payout Ratio falls within the  medium risk  range (33%-75%). |||||| This is line with previous dividend. | MUA dividend growth is zero. 
WDH| Waterdrop Inc. ||1.4|1.3||0.0|EQUITY|0.02|2024-10-11| Payout Ratio falls within the  high risk  range (>75%). |2025-04-11|2025-05-01|2025-06-05|2025-05-02|2025-04-10| This is line with previous dividend. | WDH dividend growth is zero. 
IGD| Voya Global Equity Dividend and |0.6|5.72|5.74|10.45|65.43|EQUITY|0.05|2025-03-03| Payout Ratio falls within the  medium risk  range (33%-75%). |||||| This is line with previous dividend. | IGD dividend growth is zero. 
