symbol,shortName,dividendRate,lastDividendValue,previousClose,currentPrice,dividendYield,payoutRatio,quoteType,message,DividendDate,DividendDate.1,ExDividendDate,ExDividendDate.1,EarningsDate,payoutdate,buy_date,hist,insight
NVG,Nuveen AMT-Free Municipal Credi,0.079,0.079,12.38,12.42,7.61,407.69,EQUITY,,2019-01-31,2019-01-31,2024-06-14,2024-06-14,2025-06-30,2019-02-01,2024-06-13,This is in line with the previous dividend.,"NVG started paying dividends 24 years ago, and dividends have been growing for 2 years. Dividend Growth Rate for the last 2 years is 35.54%."
INDB,Independent Bank Corp.,0.59,0.59,62.65,62.48,3.78,50.44,EQUITY,,2025-04-06,2025-04-06,2025-03-31,2025-03-31,2025-04-16,2025-04-07,2025-03-30,Reflecting a 3.39% increase.,"INDB started paying dividends 37 years ago, and dividends have been growing for 31 years. Dividend Growth Rate for the last 5 years is 5.10%."
IOSP,Innospec Inc.,0.79,0.79,94.75,94.54,1.67,109.15,EQUITY,,2024-11-25,2024-11-25,2024-11-18,2024-11-18,2025-05-07,2024-11-26,2024-11-17,Reflecting a 3.80% increase.,IOSP has just started to pay dividends.
MAN,ManpowerGroup,1.54,1.54,57.88,58.65,5.25,102.33,EQUITY,,2024-12-15,2024-12-15,2024-12-02,2024-12-02,2025-04-17,2024-12-16,2024-12-01,This is in line with the previous dividend.,MAN has just started to pay dividends.
PDCO,"Patterson Companies, Inc.",0.26,0.26,31.24,31.26,3.33,50.98,EQUITY,,2024-10-31,2024-10-31,2024-10-18,2024-10-18,2025-06-16,2024-11-01,2024-10-17,This is in line with the previous dividend.,PDCO has just started to pay dividends.
AAP,Advance Auto Parts Inc.,0.25,0.25,39.21,39.02,2.56,126.58,EQUITY,,2025-04-24,2025-04-24,2025-04-11,2025-04-11,2025-05-27,2025-04-25,2025-04-10,This is in line with the previous dividend.,"AAP started paying dividends 20 years ago, and dividends have been growing for 2 years. Dividend Growth Rate for the last 2 years is -59.18%."
SFNC,Simmons First National Corporat,0.213,0.213,20.53,20.39,4.17,69.42,EQUITY,,2025-03-31,2025-03-31,2025-03-14,2025-03-14,2025-04-16,2025-04-01,2025-03-13,Reflecting a 1.41% increase.,"SFNC started paying dividends 39 years ago, and dividends have been growing for 24 years. Dividend Growth Rate for the last 5 years is 4.61%."
MGRC,McGrath RentCorp,0.475,0.475,111.4,112.4,1.73,20.04,EQUITY,,2025-04-29,2025-04-29,2025-04-16,2025-04-16,2025-04-24,2025-04-30,2025-04-15,This is in line with the previous dividend.,"MGRC started paying dividends 36 years ago, and dividends have been growing for 34 years. Dividend Growth Rate for the last 5 years is 2.49%."
ZIM,ZIM Integrated Shipping Service,3.17,3.17,14.59,15.46,46.18,22.28,EQUITY,,2025-04-02,2025-04-02,2025-03-24,2025-03-24,2025-05-12,2025-04-03,2025-03-23,Reflecting a -15.14% cut.,ZIM has just started to pay dividends.
CPK,Chesapeake Utilities Corporatio,0.64,0.64,128.43,129.56,1.98,47.72,EQUITY,,2025-04-06,2025-04-06,2025-03-14,2025-03-14,2025-05-06,2025-04-07,2025-03-13,This is in line with the previous dividend.,"CPK started paying dividends 39 years ago, and dividends have been growing for 35 years. Dividend Growth Rate for the last 5 years is 7.78%."
ESBA,"Empire State Realty OP, L.P. Se",0.035,0.035,7.76,7.48,1.87,50.0,EQUITY,,2025-03-30,2025-03-30,2025-03-14,2025-03-14,2025-05-05,2025-03-31,2025-03-13,This is in line with the previous dividend.,"ESBA started paying dividends 13 years ago, but there is no recorded dividend growth in the last 4 years."
PRK,Park National Corporation,1.07,1.07,151.4,152.34,2.81,45.49,EQUITY,,2025-03-09,2025-03-09,2025-02-14,2025-02-14,2025-04-17,2025-03-10,2025-02-13,Reflecting a -45.79% cut.,PRK has just started to pay dividends.
HUBG,"Hub Group, Inc.",0.125,0.125,37.17,37.22,1.34,29.41,EQUITY,,2025-03-27,2025-03-27,2025-03-18,2025-03-18,2025-04-23,2025-03-28,2025-03-17,This is in line with the previous dividend.,HUBG has just started to pay dividends.
NAD,Nuveen Quality Municipal Income,0.076,0.076,11.52,11.57,7.83,37.05,EQUITY,,2019-01-31,2019-01-31,2025-03-14,2025-03-14,2025-06-30,2019-02-01,2025-03-13,This is in line with the previous dividend.,"NAD started paying dividends 27 years ago, and dividends have been growing for 2 years. Dividend Growth Rate for the last 2 years is 41.42%."
PRGS,Progress Software Corporation,0.175,0.175,51.51,57.76,1.36,27.56,EQUITY,,2024-09-15,2024-09-15,2024-08-30,2024-08-30,2025-06-23,2024-09-16,2024-08-29,This is in line with the previous dividend.,PRGS has just started to pay dividends.
PATK,"Patrick Industries, Inc.",0.4,0.4,84.56,85.11,1.88,36.5,EQUITY,,2025-03-02,2025-03-02,2025-02-18,2025-02-18,2025-04-30,2025-03-03,2025-02-17,This is in line with the previous dividend.,"PATK started paying dividends 16 years ago, and dividends have been growing for 1 years. Dividend Growth Rate for the last 1 years is -27.27%."
UGP,Ultrapar Participacoes S.A. (Ne,0.045,0.045,3.08,3.1,3.94,30.99,EQUITY,,2025-03-23,2025-03-23,2025-03-10,2025-03-10,2025-05-07,2025-03-24,2025-03-09,Reflecting a -80.00% cut.,UGP has just started to pay dividends.
HAFN,Hafnia Limited,0.405,0.405,4.16,4.16,27.83,91.42,EQUITY,,2025-03-12,2025-03-12,2025-03-07,2025-03-07,2025-05-15,2025-03-13,2025-03-06,Reflecting a 15.06% increase.,HAFN has just started to pay dividends.
USAC,"USA Compression Partners, LP",0.525,0.525,26.98,27.19,7.72,291.67,EQUITY,,2025-02-06,2025-02-06,2025-01-27,2025-01-27,2025-05-05,2025-02-07,2025-01-26,This is in line with the previous dividend.,"USAC started paying dividends 13 years ago, but there is no recorded dividend growth in the last 5 years."
BOH,Bank of Hawaii Corporation,0.7,0.7,68.97,68.47,4.09,80.92,EQUITY,,2025-03-13,2025-03-13,2025-02-28,2025-02-28,2025-04-21,2025-03-14,2025-02-27,This is in line with the previous dividend.,"BOH started paying dividends 39 years ago, and dividends have been growing for 27 years. Dividend Growth Rate for the last 5 years is 0.88%."
PSMT,"PriceSmart, Inc.",0.63,0.63,87.85,88.13,1.43,25.55,EQUITY,,2025-08-28,2025-08-28,2025-08-15,2025-08-15,2025-04-09,2025-08-29,2025-08-14,Reflecting a 7.94% increase.,"PSMT started paying dividends 19 years ago, and dividends have been growing for 1 years. Dividend Growth Rate for the last 1 years is -37.00%."
CSQ,Calamos Strategic Total Return ,0.103,0.103,16.18,16.25,7.57,22.91,EQUITY,,,,,,,,,This is in line with the previous dividend.,"CSQ started paying dividends 22 years ago, and dividends have been growing for 16 years. Dividend Growth Rate for the last 5 years is 2.06%."
SHZNY,SHENZHEN EXPRESSWAY CORPORATION,3.790917,3.790917,0.0,44.79,,47.55,EQUITY,,2023-07-27,2023-07-27,2024-07-02,2024-07-02,2025-04-24,2023-07-28,2024-07-01,This is in line with the previous dividend.,SHZNY has just started to pay dividends.
HCC,"Warrior Met Coal, Inc.",0.08,0.08,47.72,48.06,0.67,6.68,EQUITY,,2025-03-02,2025-03-02,2025-02-24,2025-02-24,2025-04-29,2025-03-03,2025-02-23,This is in line with the previous dividend.,"HCC started paying dividends 9 years ago, but there is no recorded dividend growth in the last 1 years."
BKU,"BankUnited, Inc.",0.29,0.29,34.44,34.03,3.64,37.01,EQUITY,,2025-04-29,2025-04-29,2025-04-11,2025-04-11,2025-04-28,2025-04-30,2025-04-10,This is in line with the previous dividend.,"BKU started paying dividends 15 years ago, and dividends have been growing for 14 years. Dividend Growth Rate for the last 5 years is 4.75%."
ATKR,Atkore Inc.,0.32,0.32,59.99,60.02,2.13,12.32,EQUITY,,2025-02-27,2025-02-27,2025-02-18,2025-02-18,2025-05-05,2025-02-28,2025-02-17,This is in line with the previous dividend.,ATKR has just started to pay dividends.
AWR,American States Water Company,0.466,0.466,78.68,78.76,2.36,56.5,EQUITY,,2025-03-02,2025-03-02,2025-02-18,2025-02-18,2025-05-05,2025-03-03,2025-02-17,This is in line with the previous dividend.,"AWR started paying dividends 39 years ago, and dividends have been growing for 22 years. Dividend Growth Rate for the last 5 years is 8.85%."
AVA,Avista Corporation,0.49,0.49,41.87,42.26,4.64,82.97,EQUITY,,2025-03-13,2025-03-13,2025-02-26,2025-02-26,2025-04-29,2025-03-14,2025-02-25,Reflecting a 3.06% increase.,"AVA started paying dividends 39 years ago, and dividends have been growing for 27 years. Dividend Growth Rate for the last 5 years is 3.88%."
UE,Urban Edge Properties,0.19,0.19,19.0,19.01,4.0,113.33,EQUITY,,2025-03-30,2025-03-30,2025-03-14,2025-03-14,2025-04-30,2025-03-31,2025-03-13,Reflecting a 10.53% increase.,"UE started paying dividends 11 years ago, and dividends have been growing for 4 years. Dividend Growth Rate for the last 4 years is 6.09%."
BUR,Burford Capital Limited,0.063,0.063,13.21,13.5,0.93,18.94,EQUITY,,2025-06-12,2025-06-12,2025-05-23,2025-05-23,2025-03-03,2025-06-13,2025-05-22,This is in line with the previous dividend.,BUR has just started to pay dividends.
PK,Park Hotels & Resorts Inc.,0.25,0.25,10.68,10.75,9.3,138.61,EQUITY,,2025-04-14,2025-04-14,2025-03-31,2025-03-31,2025-05-05,2025-04-15,2025-03-30,Reflecting a -160.00% cut.,PK has just started to pay dividends.
OUT,OUTFRONT Media Inc.,0.3,0.3,16.14,16.11,7.45,59.6,EQUITY,,2025-03-30,2025-03-30,2025-03-07,2025-03-07,2025-04-30,2025-03-31,2025-03-06,Reflecting a -156.15% cut.,OUT has just started to pay dividends.
POWL,"Powell Industries, Inc.",0.268,0.268,170.33,175.89,0.61,8.05,EQUITY,,2025-03-18,2025-03-18,2025-02-19,2025-02-19,2025-04-28,2025-03-19,2025-02-18,Reflecting a 1.12% increase.,"POWL started paying dividends 13 years ago, and dividends have been growing for 12 years. Dividend Growth Rate for the last 5 years is 0.61%."
NSP,"Insperity, Inc.",0.6,0.6,89.23,89.92,2.67,97.93,EQUITY,,2025-03-26,2025-03-26,2025-03-13,2025-03-13,2025-04-29,2025-03-27,2025-03-12,This is in line with the previous dividend.,"NSP started paying dividends 21 years ago, and dividends have been growing for 3 years. Dividend Growth Rate for the last 3 years is 4.89%."
ESRT,"Empire State Realty Trust, Inc.",0.035,0.035,7.82,7.8,1.79,50.0,EQUITY,,2025-03-30,2025-03-30,2025-03-14,2025-03-14,2025-04-29,2025-03-31,2025-03-13,This is in line with the previous dividend.,"ESRT started paying dividends 13 years ago, but there is no recorded dividend growth in the last 4 years."
TRN,"Trinity Industries, Inc.",0.3,0.3,28.06,28.13,4.27,61.88,EQUITY,,2025-01-30,2025-01-30,2025-01-15,2025-01-15,2025-04-29,2025-01-31,2025-01-14,Reflecting a 6.67% increase.,"TRN started paying dividends 53 years ago, and dividends have been growing for 23 years. Dividend Growth Rate for the last 5 years is 9.57%."
CVBF,CVB Financial Corporation,0.2,0.2,18.46,18.44,4.34,55.56,EQUITY,,2025-04-15,2025-04-15,2025-04-02,2025-04-02,2025-04-22,2025-04-16,2025-04-01,This is in line with the previous dividend.,CVBF has just started to pay dividends.
SXT,Sensient Technologies Corporati,0.41,0.41,74.43,74.98,2.19,55.78,EQUITY,,2025-03-02,2025-03-02,2025-02-04,2025-02-04,2025-04-25,2025-03-03,2025-02-03,This is in line with the previous dividend.,"SXT started paying dividends 39 years ago, and dividends have been growing for 27 years. Dividend Growth Rate for the last 5 years is 1.01%."
HUN,Huntsman Corporation,0.25,0.25,15.79,15.43,6.48,180.0,EQUITY,,2025-03-30,2025-03-30,2025-03-14,2025-03-14,2025-04-30,2025-03-31,2025-03-13,This is in line with the previous dividend.,"HUN started paying dividends 19 years ago, and dividends have been growing for 18 years. Dividend Growth Rate for the last 5 years is 8.93%."
SSL,Sasol Ltd.,0.104,0.104,4.23,4.32,15.31,171.45,EQUITY,,2024-03-28,2024-03-28,2024-03-14,2024-03-14,2025-02-23,2024-03-29,2024-03-13,This is in line with the previous dividend.,SSL has just started to pay dividends.
CNXC,Concentrix Corporation,0.333,0.333,55.64,54.03,2.46,31.84,EQUITY,,2025-05-05,2025-05-05,2025-04-25,2025-04-25,2025-06-24,2025-05-06,2025-04-24,This is in line with the previous dividend.,"CNXC started paying dividends 5 years ago, and dividends have been growing for 4 years. Dividend Growth Rate for the last 4 years is 7.43%."
JJSF,J & J Snack Foods Corp.,0.78,0.78,131.72,132.59,2.35,69.82,EQUITY,,2025-04-07,2025-04-07,2025-03-18,2025-03-18,2025-05-05,2025-04-08,2025-03-17,This is in line with the previous dividend.,"JJSF started paying dividends 22 years ago, and dividends have been growing for 20 years. Dividend Growth Rate for the last 5 years is 6.29%."
GEF,Greif Inc.,0.54,0.54,54.99,55.25,3.91,58.56,EQUITY,,2025-03-31,2025-03-31,2025-03-17,2025-03-17,2025-06-03,2025-04-01,2025-03-16,This is in line with the previous dividend.,"GEF started paying dividends 30 years ago, and dividends have been growing for 25 years. Dividend Growth Rate for the last 5 years is 4.18%."
APAM,Artisan Partners Asset Manageme,1.34,1.34,39.1,39.61,7.52,77.05,EQUITY,,2025-02-27,2025-02-27,2025-02-14,2025-02-14,2025-04-21,2025-02-28,2025-02-13,Reflecting a 38.81% increase.,"APAM started paying dividends 13 years ago, and dividends have been growing for 1 years. Dividend Growth Rate for the last 1 years is 119.67%."
TGNA,TEGNA Inc,0.125,0.125,18.22,18.53,2.7,13.85,EQUITY,,2025-03-31,2025-03-31,2025-03-07,2025-03-07,2025-05-08,2025-04-01,2025-03-06,This is in line with the previous dividend.,"TGNA started paying dividends 41 years ago, and dividends have been growing for 8 years. Dividend Growth Rate for the last 5 years is 12.30%."
TEX,Terex Corporation,0.17,0.17,37.78,38.07,1.79,13.71,EQUITY,,2025-03-18,2025-03-18,2025-03-07,2025-03-07,2025-04-23,2025-03-19,2025-03-06,This is in line with the previous dividend.,"TEX started paying dividends 16 years ago, and dividends have been growing for 12 years. Dividend Growth Rate for the last 5 years is 7.21%."
STR,Sitio Royalties Corp.,0.41,0.41,19.87,20.01,8.2,306.12,EQUITY,,2025-03-27,2025-03-27,2025-03-14,2025-03-14,2025-05-07,2025-03-28,2025-03-13,Reflecting a 31.71% increase.,"STR started paying dividends 8 years ago, but there is no recorded dividend growth in the last 1 years."
FBP,First BanCorp. New,0.16,0.16,19.17,19.19,3.75,35.36,EQUITY,,2025-03-06,2025-03-06,2025-02-21,2025-02-21,2025-04-21,2025-03-07,2025-02-20,This is in line with the previous dividend.,FBP has just started to pay dividends.
SHOO,"Steven Madden, Ltd.",0.21,0.21,26.64,27.42,3.06,35.74,EQUITY,,2025-03-20,2025-03-20,2025-03-10,2025-03-10,2025-04-29,2025-03-21,2025-03-09,This is in line with the previous dividend.,"SHOO started paying dividends 10 years ago, and dividends have been growing for 7 years. Dividend Growth Rate for the last 5 years is 6.96%."
BFH,"Bread Financial Holdings, Inc.",0.21,0.21,50.08,50.17,1.67,15.16,EQUITY,,2025-03-20,2025-03-20,2025-02-14,2025-02-14,2025-04-23,2025-03-21,2025-02-13,This is in line with the previous dividend.,"BFH started paying dividends 10 years ago, and dividends have been growing for 5 years. Dividend Growth Rate for the last 5 years is 4.61%."
VAC,Marriott Vacations Worldwide Co,0.79,0.79,64.24,62.94,5.02,54.72,EQUITY,,2025-03-18,2025-03-18,2025-03-05,2025-03-05,2025-05-05,2025-03-19,2025-03-04,This is in line with the previous dividend.,"VAC started paying dividends 12 years ago, and dividends have been growing for 11 years. Dividend Growth Rate for the last 5 years is 7.91%."
GRP-UN,Granite Real Estate Inc.,0.19794302,0.19794302,46.82,46.56,5.1,57.55,EQUITY,,2025-04-14,2025-04-14,2025-03-31,2025-03-31,2025-05-06,2025-04-15,2025-03-30,This is in line with the previous dividend.,"GRP-UN started paying dividends 13 years ago, and dividends have been growing for 12 years. Dividend Growth Rate for the last 5 years is 3.20%."
TFPM,Triple Flag Precious Metals Cor,0.055,0.055,19.15,19.28,1.14,115.28,EQUITY,,2025-03-13,2025-03-13,2025-03-03,2025-03-03,2025-05-05,2025-03-14,2025-03-02,Reflecting a 3.64% increase.,TFPM has just started to pay dividends.
NMRK,"Newmark Group, Inc.",0.03,0.03,12.17,12.11,0.99,35.29,EQUITY,,2025-03-16,2025-03-16,2025-03-03,2025-03-03,2025-05-01,2025-03-17,2025-03-02,This is in line with the previous dividend.,"NMRK started paying dividends 8 years ago, and dividends have been growing for 5 years. Dividend Growth Rate for the last 5 years is 24.57%."
BSM,"Black Stone Minerals, L.P.",0.375,0.375,15.27,15.31,9.8,139.13,EQUITY,,2025-02-24,2025-02-24,2025-02-18,2025-02-18,2025-05-05,2025-02-25,2025-02-17,This is in line with the previous dividend.,"BSM started paying dividends 11 years ago, but there is no recorded dividend growth in the last 1 years."
WSFS,WSFS Financial Corporation,0.15,0.15,51.87,52.13,1.15,13.61,EQUITY,,2025-02-20,2025-02-20,2025-02-07,2025-02-07,2025-04-23,2025-02-21,2025-02-06,This is in line with the previous dividend.,"WSFS started paying dividends 31 years ago, and dividends have been growing for 26 years. Dividend Growth Rate for the last 5 years is 4.56%."
OTTR,Otter Tail Corporation,0.525,0.525,80.37,81.3,2.58,26.08,EQUITY,,2025-03-09,2025-03-09,2025-02-14,2025-02-14,2025-05-05,2025-03-10,2025-02-13,Reflecting a 10.86% increase.,"OTTR started paying dividends 39 years ago, and dividends have been growing for 12 years. Dividend Growth Rate for the last 5 years is 7.25%."
SGHC,Super Group (SGHC) Limited,0.1,0.1,6.44,6.57,2.44,1232.75,EQUITY,,2025-03-27,2025-03-27,2025-03-10,2025-03-10,2025-05-06,2025-03-28,2025-03-09,This is in line with the previous dividend.,SGHC has just started to pay dividends.
AKR,Acadia Realty Trust,0.2,0.2,20.95,20.73,3.86,389.47,EQUITY,,2025-04-14,2025-04-14,2025-03-31,2025-03-31,2025-04-29,2025-04-15,2025-03-30,Reflecting a 5.00% increase.,"AKR started paying dividends 32 years ago, and dividends have been growing for 4 years. Dividend Growth Rate for the last 4 years is 7.46%."
PBF,PBF Energy Inc.,0.275,0.275,19.09,19.26,5.71,15.37,EQUITY,,2025-03-13,2025-03-13,2025-02-27,2025-02-27,2025-05-01,2025-03-14,2025-02-26,This is in line with the previous dividend.,"PBF started paying dividends 12 years ago, and dividends have been growing for 3 years. Dividend Growth Rate for the last 3 years is 11.20%."
BXMT,"Blackstone Mortgage Trust, Inc.",0.47,0.47,20.0,19.9,9.45,6200.0,EQUITY,,2025-04-14,2025-04-14,2025-03-31,2025-03-31,2025-04-30,2025-04-15,2025-03-30,This is in line with the previous dividend.,"BXMT started paying dividends 29 years ago, and dividends have been growing for 1 years. Dividend Growth Rate for the last 1 years is -24.19%."
